CellSize,CellShape,NucleusDensity,ChromatinTexture,CytoplasmSize,CellAdhesion,MitosisRate,NuclearMembrane,GrowthFactor,OxygenSaturation,Vascularization,InflammationMarkers,Diagnosis,GeneticMutation,CellType_Epithelial,CellType_Mesenchymal,CellType_Unknown
-0.14347282798800684,0.4446397336360173,0.2372938019847515,-0.028410886912582783,-0.08169580032852043,0.13155965908350253,0.3396226181006451,0.03938852925926362,-0.13735677505645882,-0.04453085900844264,0.7860290506194825,0.5335358041514643,0,0,1,0,0
-0.1422115040763805,0.3291720901786687,0.029450315391064016,0.011026163068030241,-0.30024119920621983,0.6338456364258249,0.20337825138345175,0.572301770772303,0.10960919983259801,-0.31969665203300873,0.8057076675615356,0.13161020392584272,0,1,0,0,1
-1.4587908741107767,-0.7674955676412006,0.2680265980728023,0.965198459705406,-0.4250808393709641,-0.27127327765544623,0.3116074877973158,0.14251134323116357,1.622180352710247,-1.1183205608590752,0.20431906726154628,-0.2408858199838933,0,1,0,0,1
0.2984114146356991,0.6107514255459543,-0.6907444066742978,-1.008774737201979,0.1619214472699712,1.0614552560669575,-1.2149456315882499,-0.17746343434024922,0.33325460556816483,-0.32596762573222837,-0.042340717551569235,-0.12414376443522555,1,0,1,0,0
-0.5989825344996315,-0.16471035847378399,0.9885342214472016,-1.8876882561263675,-0.6723737085366591,-0.41959493361952316,0.4670235407010824,0.6344476643093121,0.11387027144120905,1.6114403638058485,0.07856641096204506,0.3910917275686383,0,1,1,0,0
0.09267138850098479,0.982630946905676,-0.15402344254076555,0.5993265751993473,-0.39780787989452265,0.18958257530374964,-0.10168246225708225,0.0742115716270451,-0.8936853143393828,0.06028952240051854,0.22703055390947974,0.3701724565220437,0,0,1,0,0
-0.07543422721416924,-0.5279632093447637,0.2985260518429929,-1.029863906111801,-0.11137615271438482,0.6759076724579964,0.2607828621658794,0.20931336385752589,0.59123771007787,-0.1351717209850603,0.05100626694795266,0.8326422105421936,0,0,1,0,0
0.2922454113289031,-0.07928433856409849,-1.0980788815576974,-0.3143838980863682,0.5054654094262725,-0.11846822495480329,-1.2885639847954724,-0.3813376946747214,0.20793025958958275,-1.8563996425458713,0.20486061364203592,-0.27666028019304134,1,1,0,0,1
-0.41160260636687374,0.44970738200824584,0.5586014026447712,-0.5984759011088402,-0.4407226587315633,-0.13277843688179328,0.8486683428855382,0.013585572043797348,-0.4742149331232442,-0.024439828328412818,0.01375912361369884,1.1228070788565514,0,1,1,0,0
-0.47503709465768956,-0.21638372212981113,0.6190448840200816,-1.0463950115271883,-0.6404527880012989,0.12391398657365647,0.9985266155169378,0.5459213115174417,-0.02474646388756052,0.8269098458153539,-0.34133414152102526,1.2721929711413835,0,0,1,0,0
-0.6929849522109985,1.2472077267816153,-0.014100183050472021,2.0551469964802003,-0.074167517283729,-0.06331483770361196,0.28401649234325477,0.1551722236473632,-0.35584480059022594,-0.3056437998078358,-0.0677617514669408,-0.36467212497668045,0,0,0,0,1
0.7980757036778483,-0.29361415669332475,-0.4705126039606892,0.40374700521140033,0.9679842514902716,0.897660445296871,-1.432577732398749,-0.05541886904005973,0.9349975894221789,-0.6130604941020105,-0.9923183145677555,-1.1757794932121663,1,1,0,0,1
-0.14292343800716817,-0.24662441086012254,-0.07775312899992125,0.5411884894584437,0.05214052832604204,-0.04583071201836066,0.06886414257622546,0.5018732976079351,-0.556630851286539,0.07160324267337759,0.6692799839627163,-0.06919590943068589,0,1,1,0,0
0.019983478926340986,-0.8817193760237697,-0.7497249787188688,-0.22479934216082464,0.9413372203875714,1.0239138756602981,-1.5372736926916208,-0.17897965956636125,0.6657078483654288,0.05164330410874617,0.5944643527691456,-0.8435950407769932,1,1,0,0,1
-0.1793070530757993,0.21864547941910284,0.43001571494176405,0.5674924824550351,0.1152772680338908,0.04040490553998275,0.8399241896645764,1.033292107211821,-0.0508158784456959,0.9203666785359588,-0.27620640912265454,0.07213565112004655,0,1,1,0,0
0.8130584771034032,1.3575252930839052,-0.53827875045267,-0.38938142971982165,0.5239974199048534,-0.04835274020098725,-0.7246046602213809,-0.8975671642078404,0.5369170594892686,0.12437482478097252,-0.011568252414891563,-0.48775076131077094,0,0,1,0,0
-0.4696030873384953,-0.279492719945343,-0.11914935627774158,0.14743005289357086,0.20535267056707207,1.0085152988823214,-0.028294676444551182,0.11559429918267602,0.020207392836968152,0.7115750042774017,0.14143234444614583,-0.0008052463978790562,0,1,1,0,0
0.6834555114870573,0.0014810414278927622,-0.2611600331494845,0.4578198742637193,1.5504717750725252,0.08866970312429401,-0.9775419633193108,-1.2383212553210823,0.7496740310436062,0.45367951298311204,-0.44621597689368503,-1.1502404109061588,0,0,0,0,1
-4.736191521266646,-7.075960614038071,1.4824925622445801,5.106396214937334,-2.724879337017804,-4.96543933222442,0.04342783192347605,4.905432629948179,-3.7901061981635364,-0.2659833496817951,0.017620202069257882,2.9241784687148615,0,0,1,0,0
-0.33261679098699165,0.6445910495146887,0.048103170074912174,0.431725091786212,-0.6500704682162655,-0.02153732705078839,0.6503811304434852,0.5445785607455305,0.06683845456680629,-0.12286007817980377,0.5396137643343971,0.21736247064804495,0,1,1,0,0
-0.38867604165117353,0.8425634970046885,0.18341068300895996,-0.6738894568540393,-0.2031871555617889,0.6583691326859974,0.22096612571104063,0.6767892999432025,-0.042454133274373716,0.522531078972897,0.13231206160004752,0.6593023810966985,0,1,0,1,0
