Clase_0,Clase_1,Clase_2,Clase_3,Clase_4,Clase_5,Clase_6,Clase_7,Clase_8,Clase_9,Clase_10,Clase_11,Clase_12,Clase_13,Clase_14,Clase_15,Clase_16,Clase_17,Clase_18,Clase_19,Clase_20,Clase_21,Clase_22,Clase_23,Clase_24,Clase_25,Clase_26,Clase_27,Clase_28,Clase_29,Clase_30,Clase_31,Clase_32,Clase_33,Clase_34,Clase_35,Clase_36,Clase_37,Clase_38,Clase_39,Clase_40,Clase_41,Clase_42,Clase_43,Clase_44,Clase_45,Clase_46,Clase_47,Clase_48
0.9580519,0.0011996618,7.449824e-09,0.000100322664,1.545287e-05,0.00033586277,3.6347004e-07,3.9919185e-05,5.036246e-06,4.526807e-05,7.679907e-06,0.009976757,1.2584246e-05,2.5207876e-07,0.0013801889,6.810964e-05,8.64748e-05,4.211303e-05,6.396652e-08,7.684193e-06,9.616391e-07,0.00087504863,9.221735e-06,6.5709087e-06,1.2106942e-05,0.00020805564,6.2175363e-09,8.333484e-05,4.669532e-05,0.0005469448,1.1366101e-05,2.8742088e-06,0.000101074795,0.0080950195,0.00020565272,4.2037034e-05,2.8899814e-07,4.7276512e-06,4.9299728e-05,1.8730634e-05,2.1165728e-05,0.0004806165,0.017705893,2.6325526e-07,9.214132e-06,6.875626e-05,1.4705209e-05,2.4511112e-06,1.3075385e-06
0.041465018,0.0007609467,6.058054e-07,0.00023296961,9.159518e-06,0.002389827,7.1621107e-06,1.5034004e-06,0.00024188994,0.00015752738,1.2958744e-05,0.021063332,0.16503267,4.127089e-06,0.2782122,0.0010355237,0.00037719056,0.00044723594,2.805231e-06,4.3876425e-05,7.802291e-05,0.0003297101,4.0329407e-05,2.5856374e-05,1.5796732e-05,0.0006470252,3.1932285e-07,2.8180979e-05,4.2213254e-05,0.4764168,4.7607472e-07,0.0009159182,0.00063111144,1.4947677e-05,0.0030450309,0.00025028578,1.2871117e-06,6.3240645e-05,0.0023902282,7.1492127e-06,0.00020879517,0.00020426844,0.002278375,4.7389315e-07,4.0677125e-05,0.00067141495,8.634587e-05,6.1146406e-05,6.059565e-06
0.14845423,0.0014934572,0.00036934047,7.498736e-05,8.5044485e-06,0.0031393222,2.5441777e-05,0.00014210721,0.00076961867,0.4682446,0.00022036037,0.007765971,0.008067369,6.2283634e-06,0.0010803839,0.00068782415,0.005176302,0.0060472013,8.138885e-05,0.002342211,1.8103778e-05,0.0007885108,6.4813205e-05,0.0013278282,0.010449817,0.015470827,9.348236e-05,8.823704e-05,6.975892e-05,0.0021637497,5.9217797e-07,0.0016290084,3.376601e-05,0.0024427413,0.00023676685,0.0003015694,0.00015298309,0.00026071118,0.003029707,0.00068175036,0.00023990757,0.00017380364,0.3013074,6.825062e-06,0.002169737,0.0018205332,0.00032102573,0.00044594624,1.3242304e-05
0.25367746,0.00069619966,2.7029215e-05,8.5349115e-05,0.00027288255,0.000102082406,1.0875702e-07,1.804102e-05,1.616687e-05,2.4622375e-05,1.2948071e-05,2.3267618e-05,0.0020302278,6.7825563e-09,2.279468e-05,3.04169e-05,9.010635e-06,0.002674687,3.499997e-08,6.7903784e-08,8.892901e-08,0.0008832896,0.13749935,0.0002982015,0.3404609,0.14597037,7.636437e-07,0.00076052186,6.557837e-05,6.9711683e-07,2.7934496e-08,0.00020381066,3.9730576e-08,0.008749264,1.0023869e-05,2.9103916e-07,5.289606e-07,3.3863097e-07,1.4423775e-07,4.046303e-06,5.4448806e-06,0.07770229,0.024404427,5.964783e-06,0.002769678,0.0004595047,1.6090447e-06,1.938406e-05,8.497951e-10
0.86149025,0.009998352,8.695537e-05,0.00043171647,0.0006349226,0.00031886008,0.0003180601,0.00013979526,0.00014269541,0.021895561,0.00038386253,0.00021995921,0.00024177707,0.00017121457,6.682956e-05,0.0011760574,0.0012415932,0.008905487,4.090554e-05,2.4997425e-05,0.00030133594,0.0011267079,0.03137225,0.020488538,0.0018858092,0.016773958,0.00010582048,3.2558962e-06,4.6746525e-05,0.010534096,9.601309e-05,0.0002708999,0.000259961,0.00083300006,0.00052752695,1.2293168e-05,6.6034063e-06,2.4739324e-05,0.0004964668,0.00047229478,0.00078255805,0.0025016007,0.00137355,0.0007536291,0.0005814507,5.908852e-05,1.5796186e-05,0.00017452273,0.00018973734
0.9936745,0.00020898794,3.1180058e-08,1.9028286e-05,1.013962e-06,1.3242353e-06,3.9731643e-07,1.6809403e-07,1.5254149e-07,0.0029820811,1.3420388e-05,0.00031390402,6.5206914e-05,7.925103e-09,1.6055377e-05,0.000109221764,1.2738345e-05,0.0002072489,5.847218e-05,3.0305596e-08,1.8653013e-06,2.3425046e-05,2.5487625e-06,2.622772e-07,0.0016004908,0.00014223781,3.6870078e-06,6.0926413e-07,2.1064965e-07,0.00013685819,6.357308e-07,1.3172429e-05,1.0021375e-06,2.0022585e-06,3.5103503e-07,2.5516576e-07,2.2101085e-07,2.3440027e-06,9.336149e-07,1.4196996e-05,4.2977304e-06,6.073048e-06,0.00032302045,1.0508067e-05,8.794014e-06,1.2301553e-05,4.4161953e-07,3.2803032e-06,1.6226501e-07
0.82210267,0.0046849297,3.5191096e-07,0.0005071942,6.9472317e-06,0.009068088,1.0380621e-06,2.5161698e-05,3.3147512e-06,0.0030608634,3.069002e-06,0.099844284,0.0047213524,7.8155614e-07,0.00090081344,0.0051478823,0.00059358287,0.0007335361,5.9597905e-06,2.3278759e-05,1.1993762e-05,6.0018072e-05,0.00082433416,0.00018063409,0.0006965366,0.022593662,8.465535e-07,2.4224703e-06,8.698055e-06,0.0013308324,2.0296002e-05,0.0050641946,6.423721e-05,0.0004088428,0.0075323805,3.2962503e-06,5.67475e-07,5.13399e-05,7.348408e-07,2.2528864e-06,0.00018158386,0.00033749337,0.0030251902,2.3946599e-05,0.0018250392,0.003734062,0.00035821003,0.00017650086,4.492112e-05
0.36702147,0.0016950323,1.6799699e-07,0.2097628,1.2079558e-05,5.076235e-05,7.103367e-06,9.56629e-05,4.156707e-06,2.8316814e-05,9.095096e-08,0.038979407,7.1258895e-05,4.45745e-08,3.3834276e-05,0.00023695407,0.000111647845,3.7727874e-05,1.815735e-06,1.8504077e-05,2.604446e-07,0.07866672,4.034924e-06,4.0185764e-06,4.5762536e-05,0.0006176641,2.0370409e-07,0.00017302806,5.588366e-05,0.005299695,4.3329865e-07,2.631337e-05,1.1189209e-05,0.0025678661,6.3987386e-07,2.906578e-07,2.487042e-08,1.5525111e-05,3.7675846e-07,1.238023e-06,3.3581427e-06,0.0020160517,0.29072037,1.8052192e-07,0.00012886908,0.001310828,5.3903554e-05,0.000106321255,1.3894525e-07
0.088843025,0.00013237608,6.2168365e-06,0.13316843,1.225971e-05,0.0022214705,6.373086e-05,0.0026596044,8.8366905e-06,1.4668222e-05,7.6242295e-06,0.003620787,5.5435903e-05,2.7382175e-06,0.0016916279,0.0020978313,1.05279e-05,6.4201195e-05,3.014255e-06,3.9899634e-05,2.0993994e-05,0.0013593655,8.390568e-05,1.4971784e-05,0.0002740684,0.0010245413,2.798022e-06,0.008196483,5.9559865e-05,0.004283845,1.8314535e-05,0.0010520886,2.6188714e-05,0.091064095,4.5007437e-05,0.0015710855,1.4190934e-05,9.27245e-05,1.4096394e-05,1.6315575e-05,0.0013068877,0.0007262589,0.12862006,2.254724e-06,0.0047117304,0.51670474,2.0026802e-05,0.0039472044,1.9421445e-06
0.99853075,9.253557e-06,2.428156e-09,1.7342438e-06,5.3254405e-07,3.117786e-06,4.691867e-10,8.659022e-08,1.8431725e-08,0.0003916193,8.092272e-07,4.1967105e-05,3.2923304e-05,2.6365013e-10,6.9610182e-06,1.824587e-06,1.9818619e-05,7.390445e-06,1.7225416e-07,3.103462e-09,1.27333335e-08,5.30672e-06,1.8108809e-05,1.7227174e-07,4.507732e-05,0.0004727986,2.1788114e-09,6.599875e-08,6.01837e-09,1.5854608e-05,1.3474977e-06,1.4477436e-05,2.8102292e-08,7.905327e-05,5.5056915e-07,3.1887282e-08,2.4290095e-08,1.2291257e-07,3.2923534e-08,2.0820929e-08,1.2882128e-08,1.3937972e-05,0.0002610753,8.112861e-06,9.666426e-06,2.6561868e-06,5.2816193e-07,1.8176972e-06,9.085522e-08
3.0294046e-05,0.99977094,1.5446012e-09,6.21916e-11,7.5124746e-08,7.0287075e-05,1.8417563e-11,2.8412708e-09,1.3331332e-07,1.3471449e-10,1.0684641e-09,2.6777075e-10,4.8238302e-11,4.2002014e-08,6.943034e-10,2.1215019e-08,3.3759917e-09,2.2893351e-05,1.9589042e-09,3.0580147e-10,2.5230632e-08,3.84892e-09,1.07618e-07,2.705133e-08,3.658075e-05,6.5354936e-05,1.6140081e-09,3.286359e-07,7.4860836e-08,5.704274e-09,9.50221e-10,1.0044828e-07,2.5608216e-08,4.8268195e-08,2.9535907e-10,7.106901e-07,1.4729035e-07,1.2953667e-09,3.474261e-08,6.6929924e-09,1.4752351e-06,4.8092858e-08,3.080555e-07,9.954361e-09,1.7702805e-08,3.27672e-09,2.217643e-09,9.711971e-11,3.672495e-10
0.006448059,0.8776785,1.740798e-07,1.754202e-07,0.00033923888,0.0014996246,2.454366e-07,1.1006305e-08,2.382711e-05,1.9504158e-07,9.3920114e-08,1.7020908e-06,1.1932686e-07,5.365841e-07,1.2796184e-08,1.3599706e-05,2.964612e-06,0.0022155556,5.3076757e-08,5.160434e-08,0.00027097276,8.646775e-06,2.8321458e-06,6.9156326e-06,4.2496955e-05,0.012607715,0.0078059356,9.804928e-05,2.573956e-06,0.00018157047,4.6017767e-06,2.0965326e-06,0.090137616,6.5797785e-09,1.7623438e-06,3.0053247e-06,2.306615e-06,3.3482836e-05,1.2768305e-06,6.090311e-07,2.6836282e-05,0.00039675436,7.355996e-06,9.376578e-05,1.0508312e-06,3.5898056e-06,3.111585e-05,2.2078251e-07,1.3569313e-07
0.00021414086,0.97052246,1.1068438e-08,0.000512527,5.5777707e-07,1.9877385e-05,3.9975788e-07,5.675629e-07,1.500116e-07,1.0951727e-05,8.2593104e-08,5.563252e-07,1.0572813e-10,2.5805818e-06,2.4457913e-08,3.37629e-06,2.3001032e-08,0.0014238069,2.208714e-06,6.7498496e-09,2.2976326e-06,7.4234194e-05,0.0072551123,2.0591515e-05,0.0018462869,2.1684771e-05,6.924556e-07,2.0995442e-07,6.899241e-08,1.2442977e-06,1.9905918e-05,6.5506665e-06,4.7432627e-06,1.1961081e-06,2.0938245e-08,1.9301054e-09,0.000296054,7.4266836e-07,2.5007145e-07,1.0428691e-06,8.8502003e-07,0.00017150263,2.23423e-06,1.57525e-06,0.017553339,1.1975611e-06,1.8537542e-06,1.44866e-07,4.317195e-08
0.0006871182,0.9901502,5.0176087e-08,1.163999e-08,4.1190987e-08,0.0015757261,1.2117267e-10,2.0179602e-09,7.787965e-09,7.5591133e-10,7.119632e-09,8.077578e-09,7.023632e-11,8.2829644e-08,1.3580296e-07,2.444473e-08,6.0617407e-07,0.005897283,5.2365895e-08,6.046417e-11,6.6416625e-08,4.9394544e-10,7.950701e-07,5.5223286e-08,0.0014218328,6.385115e-05,4.4806644e-08,6.985903e-07,3.1574457e-06,4.1250092e-07,5.137379e-07,3.822895e-07,5.5735395e-06,1.2710353e-07,6.9236495e-07,3.397403e-08,0.00015258454,1.4568968e-08,1.5582253e-06,7.7768925e-07,1.7289344e-07,6.1741834e-10,3.132437e-05,1.4650631e-06,2.3207351e-06,2.0522e-08,5.5158022e-08,2.7831187e-10,2.1299124e-08
0.004740526,0.96613264,1.5383264e-07,5.1847073e-05,0.0003012028,0.004201546,1.8398114e-06,7.2100524e-06,1.8489323e-05,1.984719e-06,2.0830682e-06,1.6896194e-05,2.6778978e-06,3.8956627e-05,3.791173e-05,7.830806e-06,0.00040370974,0.0002395115,1.7321554e-05,1.7449669e-05,0.00042880172,7.1212875e-05,0.00017985656,2.7233705e-06,0.00011305935,0.00021921434,0.00015324204,0.00039064293,0.000642659,0.0010856612,5.4754582e-05,0.008194337,0.0010255085,4.1406634e-05,2.1077627e-05,2.058047e-05,5.7873134e-05,3.675856e-05,1.8958965e-05,0.0005847029,6.463663e-05,2.1175485e-05,0.00027283383,0.00020068679,2.81569e-05,7.0576493e-06,0.009815193,4.1807452e-06,1.1987281e-06
