area,is_house,has_pool,age,price,lat,lon,rooms,cluster_id,dist_to_cluster_centroid,pca_latlon_1,geo_angle,is_near_centroid,is_new,is_big,is_new_relative,m2_per_room,room_density,distance_per_age,rooms_distance_interaction,rooms_age_interaction,log_area_plus_1,log_m2_per_room,age_2,area_2,distance_to_center_2
81.01152935368363,0,0,11.0,630.0,40.718433488869024,-74.00869943941048,2.0,1,1.0643170915975522,-1.2770157371990405,-0.5029847960301438,1,0,0,0,40.5057444239696,0.22220640723893023,0.09675609044013289,2.1286341831951043,22.0,4.406859839254927,3.7258318375121977,121.0,6562.867888222744,1.1327708714666722
99.96376787220596,0,0,7.0,772.0,40.70703655672786,-73.99882286547236,3.0,1,0.5888095170594103,-1.2781526631330489,-0.5029229361556838,1,0,1,1,33.32124485032037,0.30005436146396575,0.08411563327768243,1.766428551178231,21.0,4.614761718542293,3.535764545824435,49.0,9992.754887208277,0.346696647379736
137.0,0,0,10.0,214.0,-34.55022296767069,-58.39126792444024,4.0,0,5.890129594544818,-0.45967013833520987,0.5342956055264465,0,0,1,1,34.24999143750214,0.3417430618394669,0.5890129005531918,23.56051837817927,40.0,4.927253685157205,3.5624652863505073,100.0,18769.0,34.6936266405327
71.99992574438626,1,1,10.0,751.0,40.72622343814479,-74.04392912201224,2.0,1,3.7727682562203775,-1.2812802266370484,-0.5028646014230694,0,0,0,0,35.999944872220695,0.2357023803019528,0.377276787894359,7.545536512440755,20.0,4.290458423947686,3.6109164227031334,100.0,5183.9893071971355,14.233780315144148
154.0,1,0,16.0,273.0,-34.56352457846761,-58.347365081459614,4.0,0,5.341236287547622,-0.4701784062109635,0.5347940784606081,0,0,1,0,38.499990375002405,0.3223291845636288,0.3338272471075234,21.364945150190486,64.0,5.043425116919247,3.6763004282362215,256.0,23716.0,28.5288050794155
65.9612222948571,0,0,7.0,493.0,40.70615895650401,-74.0217395399245,2.0,1,1.4378662546412442,-1.2826307545174243,-0.5027830798950529,1,0,0,1,32.98059465713121,0.24625533327250684,0.20540943560454408,2.8757325092824884,14.0,4.204113680119411,3.525789616300524,49.0,4350.882846631553,2.067459366236039
128.0,0,0,9.0,247.0,-34.6089085606826,-58.39292241614618,3.0,0,1.2718186230357988,-0.4749410600788178,0.5350272630402854,1,0,1,1,42.666652444449184,0.26516504190915435,0.14131316463584825,3.8154558691073968,27.0,4.859812404361672,3.7765847088333517,81.0,16384.0,1.6175226099006754
129.9714788598663,0,0,11.0,948.0,40.72249326969758,-73.97726764483569,4.0,1,2.7753179834321777,-1.2699146970799422,-0.5032063418744105,1,0,1,0,32.49286159175117,0.3508616968522331,0.25230161192096057,11.101271933728711,44.0,4.874979580870036,3.511332329311402,121.0,16892.585317020672,7.70238990916205
103.0,1,0,15.0,190.0,-34.57367874000471,-58.4600960371477,3.0,0,7.890706409160809,-0.45646936291416523,0.534076769751335,0,0,1,0,34.333321888892705,0.29559878201434236,0.5260470588742501,23.672119227482426,45.0,4.6443908991413725,3.564826481544642,225.0,10609.0,62.26324763557147
47.0,1,0,12.0,93.0,-34.640750345622635,-58.43088241849546,1.0,0,6.210056477974717,-0.4779490836665401,0.5351455889770322,0,0,0,0,46.999953000047,0.14586498994613936,0.5175046633725046,6.210056477974717,12.0,3.871201010907891,3.871200031741724,144.0,2209.0,38.56480145963575
